geneId,geneSymbol,DSI,DPI,PLI,protein_class_name,protein_class,NofDiseases,NofPmids
54567,DLL4,0.49,0.77,1.00,NULL,NULL,219,157
54575,UGT1A10,0.59,0.62,0.00,NULL,NULL,88,132
54576,UGT1A8,0.59,0.65,0.00,NULL,NULL,90,133
54577,UGT1A7,0.55,0.69,0.00,NULL,NULL,125,170
54578,UGT1A6,0.56,0.65,0.00,NULL,NULL,115,165
54583,EGLN1,0.54,0.73,0.97,NULL,NULL,130,112
54657,UGT1A4,0.60,0.65,0.00,NULL,NULL,84,134
54658,UGT1A1,0.46,0.77,0.00,NULL,NULL,302,653
54738,FEV,0.59,0.69,0.01,"Transcription factor",DTO_05007542,86,201
54751,FBLIM1,0.57,0.65,0.00,"Enzyme modulator",DTO_05007584,93,103
54790,TET2,0.46,0.81,0.00,NULL,NULL,362,489
54806,AHI1,0.51,0.85,0.00,NULL,NULL,221,131
54822,TRPM7,0.53,0.73,0.00,"Ion channel",DTO_01300327,151,118
54858,PGPEP1,0.58,0.77,0.01,Enzyme,DTO_05007624,116,127
54880,BCOR,0.47,0.81,1.00,NULL,NULL,314,140
54892,NCAPG2,0.60,0.73,0.98,NULL,NULL,80,129
54897,CASZ1,0.55,0.73,1.00,"Transcription factor",DTO_05007542,132,124
54901,CDKAL1,0.62,0.62,0.02,NULL,NULL,86,192
54903,MKS1,0.51,0.77,0.00,"Extracellular structure",DTO_05007621,231,111
54938,SARS2,0.57,0.69,0.00,Enzyme,DTO_05007624,117,254
54997,TESC,0.57,0.69,0.11,NULL,NULL,97,116
55000,TUG1,0.52,0.77,NULL,NULL,NULL,134,175
55016,MARCHF1,0.54,0.81,0.01,NULL,NULL,126,111
55054,ATG16L1,0.54,0.77,0.96,NULL,NULL,120,230
55065,SLC52A1,0.53,0.77,0.00,Transporter,DTO_05007405,160,170
55107,ANO1,0.52,0.77,0.87,"Ion channel",DTO_01300327,175,203
55177,RMDN3,0.53,0.77,0.00,NULL,NULL,134,164
55193,PBRM1,0.57,0.62,1.00,"Epigenetic regulator",DTO_05007378,105,139
55213,RCBTB1,0.57,0.69,0.00,"Enzyme modulator",DTO_05007584,112,189
55226,NAT10,0.54,0.77,0.00,NULL,NULL,133,142
55294,FBXW7,0.47,0.81,1.00,"Enzyme modulator",DTO_05007584,257,389
55323,LARP6,0.63,0.50,0.67,"Nucleic acid binding",DTO_05007557,51,129
55349,CHDH,0.53,0.77,0.00,Enzyme,DTO_05007624,158,224
55384,MEG3,0.47,0.85,NULL,NULL,NULL,239,312
55532,SLC30A10,0.58,0.65,0.98,Transporter,DTO_05007405,120,153
55636,CHD7,0.44,0.85,1.00,NULL,NULL,419,229
55638,SYBU,0.55,0.77,0.00,Transporter,DTO_05007405,120,153
55655,NLRP2,0.52,0.73,0.00,NULL,NULL,155,218
55729,ATF7IP,0.54,0.77,1.00,NULL,NULL,145,344
55824,PAG1,0.51,0.81,0.02,NULL,NULL,174,217
55835,CENPJ,0.55,0.85,0.00,Enzyme,DTO_05007624,150,115
55869,HDAC8,0.51,0.89,0.98,"Epigenetic regulator",DTO_05007378,236,112
55872,PBK,0.54,0.77,0.00,Kinase,DTO_03300101,121,106
55902,ACSS2,0.51,0.81,0.00,Enzyme,DTO_05007624,188,234
56005,MYDGF,0.45,0.85,0.00,NULL,NULL,295,334
56606,SLC2A9,0.62,0.73,0.00,Transporter,DTO_05007405,74,131
56616,DIABLO,0.56,0.69,0.00,NULL,NULL,108,105
56652,TWNK,0.52,0.69,0.00,Enzyme,DTO_05007624,245,136
56729,RETN,0.45,0.81,0.04,NULL,NULL,302,478
56902,PNO1,0.56,0.62,0.23,NULL,NULL,99,131
56994,CHPT1,0.47,0.85,0.00,Enzyme,DTO_05007624,253,366
56996,SLC12A9,0.45,0.77,0.00,Transporter,DTO_05007405,280,486
57007,ACKR3,0.43,0.89,0.39,"G-protein coupled receptor",DTO_02300001,400,629
57016,AKR1B10,0.55,0.77,0.00,Enzyme,DTO_05007624,130,111
57026,PDXP,0.53,0.73,0.26,Enzyme,DTO_05007624,149,323
57060,PCBP4,0.52,0.81,0.00,Enzyme,DTO_05007624,147,193
57104,PNPLA2,0.51,0.85,0.00,Enzyme,DTO_05007624,199,218
57120,GOPC,0.56,0.65,0.00,NULL,NULL,103,101
57167,SALL4,0.49,0.77,1.00,"Transcription factor",DTO_05007542,245,150
57192,MCOLN1,0.60,0.65,0.00,"Ion channel",DTO_01300327,102,103
57379,AICDA,0.46,0.89,0.00,Enzyme,DTO_05007624,265,346
57447,NDRG2,0.52,0.69,0.00,Enzyme,DTO_05007624,156,125
57498,KIDINS220,0.53,0.77,0.07,NULL,NULL,145,106
57506,MAVS,0.59,0.69,0.00,NULL,NULL,82,141
57508,INTS2,0.59,0.65,1.00,NULL,NULL,85,117
57532,NUFIP2,0.64,0.58,1.00,NULL,NULL,58,152
57534,MIB1,0.44,0.77,0.00,Enzyme,DTO_05007624,329,407
57556,SEMA6A,0.49,0.81,1.00,Signaling,DTO_05007599,211,264
57591,MRTFA,0.57,0.62,1.00,NULL,NULL,99,117
57626,KLHL1,0.57,0.65,0.00,NULL,NULL,100,114
57650,CIP2A,0.52,0.81,0.00,NULL,NULL,141,154
57674,RNF213,0.63,0.54,0.00,NULL,NULL,59,104
57817,HAMP,0.43,0.85,0.01,NULL,NULL,377,765
58191,CXCL16,0.50,0.77,0.00,Signaling,DTO_05007599,178,138
59067,IL21,0.44,0.77,0.63,NULL,NULL,321,452
59272,ACE2,0.48,0.77,1.00,Enzyme,DTO_05007624,253,383
59341,TRPV4,0.46,0.81,0.00,"Ion channel",DTO_01300327,422,237
59352,LGR6,0.50,0.92,0.00,"G-protein coupled receptor",DTO_02300001,209,247
60468,BACH2,0.54,0.73,1.00,NULL,NULL,130,100
60489,APOBEC3G,0.65,0.35,0.00,Enzyme,DTO_05007624,52,124
60498,IGAN1,0.52,0.81,NULL,NULL,NULL,140,274
60674,GAS5,0.50,0.81,NULL,NULL,NULL,184,220
64006,ERVK-6,0.52,0.81,NULL,NULL,NULL,162,655
64083,GOLPH3,0.53,0.81,0.24,NULL,NULL,140,159
64127,NOD2,0.42,0.92,0.00,Enzyme,DTO_05007624,434,1126
64135,IFIH1,0.47,0.81,0.00,NULL,NULL,319,312
64170,CARD9,0.57,0.65,0.00,NULL,NULL,103,103
64221,ROBO3,0.52,0.81,0.00,Receptor,DTO_05007575,154,236
64240,ABCG5,0.59,0.58,0.00,Transporter,DTO_05007405,108,102
64241,ABCG8,0.57,0.54,0.00,Transporter,DTO_05007405,116,118
64324,NSD1,0.51,0.77,1.00,"Epigenetic regulator",DTO_05007378,247,150
64399,HHIP,0.55,0.65,0.95,NULL,NULL,122,112
64421,DCLRE1C,0.54,0.81,0.00,NULL,NULL,150,106
64689,GORASP1,0.43,0.85,0.02,NULL,NULL,369,523
64805,P2RY12,0.53,0.73,0.00,"G-protein coupled receptor",DTO_02300001,153,275
64806,IL25,0.53,0.85,0.00,NULL,NULL,139,150
64919,BCL11B,0.57,0.73,0.99,"Transcription factor",DTO_05007542,123,108
65018,PINK1,0.52,0.77,0.00,Kinase,DTO_03300101,209,625
65108,MARCKSL1,0.51,0.73,0.01,NULL,NULL,169,182
65125,WNK1,0.42,0.85,1.00,Kinase,DTO_03300101,460,630
79001,VKORC1,0.60,0.73,0.16,Enzyme,DTO_05007624,89,122
79017,GGCT,0.55,0.81,0.00,NULL,NULL,108,108
79054,TRPM8,0.55,0.81,0.00,"Ion channel",DTO_01300327,127,148
79068,FTO,0.49,0.89,0.00,NULL,NULL,286,750
79092,CARD14,0.55,0.85,0.00,NULL,NULL,126,145
79147,FKRP,0.51,0.73,0.00,NULL,NULL,248,131
79187,FSD1,0.49,0.81,0.25,NULL,NULL,220,269
79577,CDC73,0.54,0.62,1.00,NULL,NULL,144,196
79581,SLC52A2,0.48,0.81,0.00,Transporter,DTO_05007405,261,218
79594,MUL1,0.47,0.81,0.00,NULL,NULL,241,515
79602,ADIPOR2,0.56,0.73,0.36,Receptor,DTO_05007575,103,123
79648,MCPH1,0.54,0.85,0.00,"Nucleic acid binding",DTO_05007557,141,128
79679,VTCN1,0.53,0.69,0.00,"Enzyme modulator",DTO_05007584,139,126
79727,LIN28A,0.52,0.73,0.02,"Nucleic acid binding",DTO_05007557,161,173
79728,PALB2,0.49,0.77,0.00,NULL,NULL,260,306
79813,EHMT1,0.46,0.81,1.00,"Epigenetic regulator",DTO_05007378,371,699
79823,CAMKMT,0.51,0.81,0.00,NULL,NULL,185,167
79923,NANOG,0.53,0.65,0.72,"Transcription factor",DTO_05007542,140,205
79947,DHDDS,0.47,0.89,0.25,Enzyme,DTO_05007624,308,341
79971,WLS,0.51,0.73,0.02,NULL,NULL,166,177
80025,PANK2,0.56,0.81,0.00,Kinase,DTO_03300101,171,155
80150,ASRGL1,0.49,0.81,0.00,Enzyme,DTO_05007624,205,305
80184,CEP290,0.52,0.77,0.00,NULL,NULL,196,128
80196,RNF34,0.61,0.58,0.61,Enzyme,DTO_05007624,67,169
80204,FBXO11,0.60,0.69,1.00,Enzyme,DTO_05007624,93,278
80312,TET1,0.52,0.81,1.00,NULL,NULL,156,152
80316,PPP1R2C,0.48,0.85,NULL,"Enzyme modulator",DTO_05007584,231,375
80332,ADAM33,0.64,0.42,0.00,Enzyme,DTO_05007624,49,135
80339,PNPLA3,0.56,0.69,0.00,Enzyme,DTO_05007624,132,427
80380,PDCD1LG2,0.50,0.77,0.00,NULL,NULL,191,215
80381,CD276,0.51,0.73,0.00,"Enzyme modulator",DTO_05007584,169,181
80781,COL18A1,0.45,0.81,0.00,NULL,NULL,323,438
81037,CLPTM1L,0.55,0.65,0.00,Enzyme,DTO_05007624,110,121
81608,FIP1L1,0.58,0.58,0.79,NULL,NULL,111,126
81631,MAP1LC3B,0.51,0.85,0.00,"Cellular structure",DTO_05007530,167,162
83478,ARHGAP24,0.46,0.81,0.00,NULL,NULL,273,446
83666,PARP9,0.55,0.81,0.00,NULL,NULL,116,140
83667,SESN2,0.51,0.81,0.00,Enzyme,DTO_05007624,169,203
83856,FSD1L,0.49,0.81,0.23,NULL,NULL,216,265
83990,BRIP1,0.51,0.73,0.00,Enzyme,DTO_05007624,194,190
84000,TMPRSS13,0.55,0.85,0.00,Enzyme,DTO_05007624,116,139
84061,MAGT1,0.55,0.77,0.96,Transporter,DTO_05007405,120,125
84062,DTNBP1,0.59,0.62,0.00,NULL,NULL,93,199
84106,PRAM1,0.70,0.46,0.00,NULL,NULL,27,135
84182,MINDY4,0.54,0.73,0.00,NULL,NULL,122,111
84260,TCHP,0.57,0.69,0.00,NULL,NULL,90,118
84441,MAML2,0.59,0.58,1.00,"Transcription factor",DTO_05007542,79,105
84444,DOT1L,0.60,0.69,1.00,"Epigenetic regulator",DTO_05007378,79,114
84549,MAK16,0.57,0.62,0.96,NULL,NULL,96,128
84634,KISS1R,0.52,0.77,0.44,"G-protein coupled receptor",DTO_02300001,195,141
84654,SPZ1,0.51,0.77,NULL,NULL,NULL,173,153
84680,ACCS,0.52,0.73,0.00,Enzyme,DTO_05007624,161,213
84868,HAVCR2,0.45,0.81,0.04,NULL,NULL,299,376
84876,ORAI1,0.52,0.81,0.00,"Ion channel",DTO_01300327,195,145
84896,ATAD1,0.55,0.69,0.00,NULL,NULL,126,168
85358,SHANK3,0.55,0.73,1.00,NULL,NULL,169,170
85480,TSLP,0.49,0.81,0.00,NULL,NULL,220,359
89780,WNT3A,0.53,0.77,0.96,Signaling,DTO_05007599,141,143
89782,LMLN,0.53,0.85,0.00,Enzyme,DTO_05007624,138,156
90865,IL33,0.41,0.89,0.00,NULL,NULL,487,766
91752,ZNF804A,0.65,0.65,0.01,NULL,NULL,53,129
92086,GGTLC1,0.56,0.73,0.00,Enzyme,DTO_05007624,105,154
92140,MTDH,0.49,0.77,0.33,NULL,NULL,200,311
92737,DNER,0.49,0.77,0.19,NULL,NULL,203,294
93986,FOXP2,0.55,0.81,1.00,NULL,NULL,165,183
94025,MUC16,0.48,0.81,0.00,NULL,NULL,236,554
112476,PRRT2,0.45,0.81,0.58,NULL,NULL,353,400
112744,IL17F,0.48,0.81,0.04,NULL,NULL,236,250
113451,AZIN2,0.50,0.81,0.00,Enzyme,DTO_05007624,187,246
114131,UCN3,0.59,0.73,0.04,NULL,NULL,82,140
114548,NLRP3,0.36,0.96,0.00,NULL,NULL,805,1611
116085,SLC22A12,0.65,0.54,0.00,Transporter,DTO_05007405,43,105
116519,APOA5,0.59,0.62,0.00,NULL,NULL,107,305
116833,ANIB1,0.61,0.50,NULL,NULL,NULL,62,116
117195,MRGPRX3,0.53,0.92,NULL,"G-protein coupled receptor",DTO_02300001,167,214
117196,MRGPRX4,0.53,0.92,NULL,"G-protein coupled receptor",DTO_02300001,166,214
120892,LRRK2,0.51,0.81,0.00,Kinase,DTO_03300101,231,1189
121278,TPH2,0.55,0.65,0.00,NULL,NULL,137,221
121504,H4-16,0.54,0.69,0.02,"Nucleic acid binding",DTO_05007557,122,102
129831,RBM45,0.38,0.85,0.00,NULL,NULL,557,1610
133482,SLCO6A1,0.41,0.89,0.00,Transporter,DTO_05007405,449,862
133522,PPARGC1B,0.57,0.73,0.50,"Transcription factor",DTO_05007542,102,119
134391,GPR151,0.53,0.92,0.00,"G-protein coupled receptor",DTO_02300001,169,218
140767,NRSN1,0.60,0.73,0.00,NULL,NULL,76,195
140805,HT,0.51,0.73,NULL,NULL,NULL,170,254
140821,RSS,0.58,0.69,NULL,NULL,NULL,103,171
145624,PWAR1,0.49,0.77,NULL,NULL,NULL,246,197
148738,HJV,0.62,0.65,0.00,NULL,NULL,71,109
149233,IL23R,0.47,0.77,0.00,Signaling,DTO_05007599,306,455
149420,PDIK1L,0.53,0.77,0.26,Kinase,DTO_03300101,138,140
151056,PLB1,0.49,0.85,0.00,NULL,NULL,219,299
151306,GPBAR1,0.55,0.73,0.00,"G-protein coupled receptor",DTO_02300001,122,103
151393,RMDN2,0.53,0.77,0.00,NULL,NULL,137,161
158506,CBLL2,0.48,0.81,NULL,Enzyme,DTO_05007624,235,507
160140,C11orf65,0.67,0.46,0.00,NULL,NULL,45,238
164656,TMPRSS6,0.58,0.65,0.00,Enzyme,DTO_05007624,113,139
165140,OXER1,0.53,0.92,0.00,"G-protein coupled receptor",DTO_02300001,169,222
168400,DDX53,0.57,0.85,0.66,NULL,NULL,117,347
169026,SLC30A8,0.62,0.73,0.00,Transporter,DTO_05007405,63,251
170302,ARX,0.52,0.65,0.91,NULL,NULL,249,130
171023,ASXL1,0.48,0.81,0.00,NULL,NULL,296,274
201163,FLCN,0.54,0.89,0.79,NULL,NULL,160,190
203074,PRSS55,0.51,0.77,0.00,Enzyme,DTO_05007624,163,147
203228,C9orf72,0.50,0.77,0.00,NULL,NULL,258,753
221895,JAZF1,0.58,0.65,0.90,NULL,NULL,102,139
222545,GPRC6A,0.53,0.92,0.00,"G-protein coupled receptor",DTO_02300001,173,233
246100,CTAG1A,0.51,0.73,NULL,NULL,NULL,161,222
246778,IL27,0.46,0.81,0.78,NULL,NULL,286,294
255239,ANKK1,0.60,0.46,0.00,Kinase,DTO_03300101,71,105
255738,PCSK9,0.48,0.81,0.00,Enzyme,DTO_05007624,257,870
259249,MRGPRX1,0.53,0.92,NULL,"G-protein coupled receptor",DTO_02300001,166,217
259266,ASPM,0.53,0.77,0.00,NULL,NULL,159,117
260431,COPD,0.46,0.89,NULL,NULL,NULL,349,1218
282617,IFNL3,0.51,0.81,0.00,NULL,NULL,175,854
283120,H19,0.49,0.92,NULL,NULL,NULL,242,203
283131,NEAT1,0.50,0.77,NULL,NULL,NULL,179,248
283297,OR10A4,0.54,0.81,0.00,"G-protein coupled receptor",DTO_02300001,128,134
284697,BTBD8,0.55,0.69,0.00,NULL,NULL,125,180
339541,ARMH1,0.55,0.69,0.00,NULL,NULL,111,135
339896,GADL1,0.50,0.81,0.00,NULL,NULL,192,247
340061,STING1,0.52,0.77,0.00,NULL,NULL,159,175
340348,TSPAN33,0.61,0.73,0.00,NULL,NULL,69,144
342096,GOLGA6A,0.59,0.65,0.00,NULL,NULL,90,182
345611,IRGM,0.62,0.54,NULL,NULL,NULL,57,103
345643,MCIDAS,0.57,0.77,0.01,NULL,NULL,119,242
345651,ACTBL2,0.54,0.77,0.00,NULL,NULL,134,149
346389,MACC1,0.56,0.54,0.00,NULL,NULL,102,128
353376,TICAM2,0.44,0.77,0.00,NULL,NULL,332,659
373156,GSTK1,0.41,0.89,0.00,NULL,NULL,445,860
374569,ASPG,0.56,0.65,0.00,NULL,NULL,116,156
378938,MALAT1,0.44,0.85,NULL,NULL,NULL,336,604
387715,ARMS2,0.67,0.31,0.00,NULL,NULL,36,235
388015,RTL1,0.55,0.81,0.01,NULL,NULL,119,180
388372,CCL4L1,0.53,0.89,0.34,NULL,NULL,135,147
389421,LIN28B,0.56,0.65,0.56,NULL,NULL,126,153
400566,C17orf97,0.55,0.58,0.00,NULL,NULL,117,177
404663,LINC01194,0.47,0.77,NULL,NULL,NULL,249,564
406884,MIRLET7B,0.49,0.77,NULL,NULL,NULL,186,154
406885,MIRLET7C,0.51,0.81,NULL,NULL,NULL,154,115
406892,MIR100,0.52,0.85,NULL,NULL,NULL,146,142
406899,MIR106A,0.52,0.85,NULL,NULL,NULL,140,146
406900,MIR106B,0.52,0.81,NULL,NULL,NULL,143,155
406901,MIR107,0.54,0.77,NULL,NULL,NULL,123,138
406902,MIR10A,0.51,0.85,NULL,NULL,NULL,158,116
406903,MIR10B,0.51,0.81,NULL,NULL,NULL,167,224
406906,MIR122,0.47,0.81,NULL,NULL,NULL,250,555
406910,MIR125A,0.48,0.77,NULL,NULL,NULL,225,248
406913,MIR126,0.45,0.85,NULL,NULL,NULL,305,440
406919,MIR130A,0.52,0.81,NULL,NULL,NULL,141,138
406920,MIR130B,0.55,0.81,NULL,NULL,NULL,115,114
406921,MIR132,0.49,0.85,NULL,NULL,NULL,222,206
406924,MIR134,0.54,0.77,NULL,NULL,NULL,126,111
406928,MIR137,0.51,0.85,NULL,NULL,NULL,171,268
406931,MIR139,0.53,0.81,NULL,NULL,NULL,138,166
406932,MIR140,0.52,0.77,NULL,NULL,NULL,144,187
406933,MIR141,0.50,0.81,NULL,NULL,NULL,179,258
406934,MIR142,0.48,0.85,NULL,NULL,NULL,220,222
406935,MIR143,0.46,0.89,NULL,NULL,NULL,267,401
406936,MIR144,0.50,0.77,NULL,NULL,NULL,175,188
406937,MIR145,0.43,0.85,NULL,NULL,NULL,366,681
406938,MIR146A,0.40,0.89,NULL,NULL,NULL,505,866
406940,MIR148A,0.51,0.85,NULL,NULL,NULL,172,208
406941,MIR149,0.52,0.77,NULL,NULL,NULL,140,186
406942,MIR150,0.46,0.81,NULL,NULL,NULL,282,300
406943,MIR152,0.52,0.77,NULL,NULL,NULL,136,129
406947,MIR155,0.38,0.89,NULL,NULL,NULL,584,1025
406948,MIR15A,0.48,0.81,NULL,NULL,NULL,221,254
406949,MIR15B,0.53,0.77,NULL,NULL,NULL,134,105
406952,MIR17,0.46,0.85,NULL,NULL,NULL,270,355
406953,MIR18A,0.52,0.85,NULL,NULL,NULL,154,149
406958,MIR182,0.49,0.85,NULL,NULL,NULL,211,257
406959,MIR183,0.49,0.89,NULL,NULL,NULL,190,204
406961,MIR185,0.55,0.81,NULL,NULL,NULL,106,115
406962,MIR186,0.55,0.81,NULL,NULL,NULL,105,102
406967,MIR192,0.50,0.85,NULL,NULL,NULL,173,171
406968,MIR193A,0.54,0.73,NULL,NULL,NULL,116,130
406971,MIR195,0.50,0.77,NULL,NULL,NULL,180,263
406979,MIR19A,0.51,0.81,NULL,NULL,NULL,151,165
406980,MIR19B1,0.53,0.77,NULL,NULL,NULL,144,125
406982,MIR20A,0.50,0.77,NULL,NULL,NULL,180,217
406983,MIR200A,0.52,0.81,NULL,NULL,NULL,156,196
406984,MIR200B,0.50,0.77,NULL,NULL,NULL,180,234
406985,MIR200C,0.49,0.85,NULL,NULL,NULL,202,348
406986,MIR203A,0.47,0.81,NULL,NULL,NULL,237,350
406987,MIR204,0.49,0.81,NULL,NULL,NULL,203,263
406988,MIR205,0.48,0.85,NULL,NULL,NULL,210,338
406989,MIR206,0.48,0.85,NULL,NULL,NULL,226,257
406991,MIR21,0.36,0.85,NULL,NULL,NULL,726,1912
406992,MIR210,0.46,0.85,NULL,NULL,NULL,277,337
406994,MIR212,0.54,0.81,NULL,NULL,NULL,126,110
406996,MIR214,0.48,0.81,NULL,NULL,NULL,221,298
406999,MIR217,0.54,0.77,NULL,NULL,NULL,116,109
407004,MIR22,0.50,0.81,NULL,NULL,NULL,195,213
407006,MIR221,0.45,0.85,NULL,NULL,NULL,304,498
407007,MIR222,0.49,0.81,NULL,NULL,NULL,210,252
407008,MIR223,0.43,0.81,NULL,NULL,NULL,348,389
407009,MIR224,0.53,0.65,NULL,NULL,NULL,128,136
407010,MIR23A,0.50,0.81,NULL,NULL,NULL,174,173
407011,MIR23B,0.52,0.81,NULL,NULL,NULL,137,130
407014,MIR25,0.52,0.77,NULL,NULL,NULL,148,143
407017,MIR26B,0.53,0.81,NULL,NULL,NULL,128,124
407018,MIR27A,0.47,0.85,NULL,NULL,NULL,248,333
407019,MIR27B,0.53,0.77,NULL,NULL,NULL,141,141
407021,MIR29A,0.46,0.81,NULL,NULL,NULL,278,362
407024,MIR29B1,0.49,0.85,NULL,NULL,NULL,212,254
407025,MIR29B2,0.48,0.89,NULL,NULL,NULL,214,244
407026,MIR29C,0.50,0.81,NULL,NULL,NULL,183,174
407029,MIR30A,0.48,0.81,NULL,NULL,NULL,218,243
407031,MIR30C1,0.55,0.77,NULL,NULL,NULL,109,100
407032,MIR30C2,0.55,0.77,NULL,NULL,NULL,115,113
407035,MIR31,0.47,0.77,NULL,NULL,NULL,235,306
407037,MIR320A,0.53,0.81,NULL,NULL,NULL,145,121
407039,MIR33A,0.56,0.65,NULL,NULL,NULL,100,105
407040,MIR34A,0.42,0.85,NULL,NULL,NULL,428,879
407041,MIR34B,0.51,0.81,NULL,NULL,NULL,165,176
407042,MIR34C,0.54,0.89,NULL,NULL,NULL,131,113
407050,MIR93,0.51,0.81,NULL,NULL,NULL,171,182
407053,MIR96,0.54,0.77,NULL,NULL,NULL,134,144
407054,MIR98,0.57,0.73,NULL,NULL,NULL,104,100
407055,MIR99A,0.54,0.81,NULL,NULL,NULL,122,109
407975,MIR17HG,0.48,0.81,NULL,NULL,NULL,224,247
440915,POTEKP,0.54,0.77,NULL,NULL,NULL,131,147
441931,VN1R17P,0.53,0.92,NULL,NULL,NULL,167,215
442206,GPR166P,0.53,0.92,NULL,NULL,NULL,165,213
442459,XRCC6P5,0.58,0.77,NULL,NULL,NULL,84,111
442890,MIR133B,0.56,0.81,NULL,NULL,NULL,109,144
442891,MIR135B,0.55,0.73,NULL,NULL,NULL,111,106
442904,MIR335,0.52,0.81,NULL,NULL,NULL,141,148
442906,MIR338,0.54,0.81,NULL,NULL,NULL,128,134
450095,PLF,0.54,0.73,NULL,NULL,NULL,124,142
494324,MIR375,0.48,0.77,NULL,NULL,NULL,226,316
494327,MIR378A,0.53,0.81,NULL,NULL,NULL,127,108
494336,MIR424,0.54,0.77,NULL,NULL,NULL,131,135
554210,MIR429,0.54,0.73,NULL,NULL,NULL,117,116
574411,MIR451A,0.51,0.77,NULL,NULL,NULL,177,215
574447,MIR146B,0.50,0.77,NULL,NULL,NULL,187,166
574452,MIR494,0.53,0.69,NULL,NULL,NULL,131,122
574456,MIR497,0.54,0.81,NULL,NULL,NULL,116,136
574501,MIR499A,0.52,0.85,NULL,NULL,NULL,156,208
619552,MIR483,0.54,0.77,NULL,NULL,NULL,122,103
619554,MIR486-1,0.52,0.81,NULL,NULL,NULL,142,139
641455,POTEM,0.54,0.77,0.00,NULL,NULL,133,147
642559,POU5F1P3,0.45,0.81,NULL,NULL,NULL,285,525
645682,POU5F1P4,0.45,0.81,NULL,NULL,NULL,284,526
652995,UCA1,0.51,0.81,NULL,NULL,NULL,152,235
653108,CXADRP1,0.46,0.85,NULL,NULL,NULL,272,457
653361,NCF1,0.52,0.81,0.00,NULL,NULL,170,177
653509,SFTPA1,0.55,0.81,0.00,NULL,NULL,139,143
653590,GGTLC5P,0.51,0.85,NULL,NULL,NULL,165,185
727837,SSX2B,0.60,0.58,NULL,NULL,NULL,73,158
727897,MUC5B,0.53,0.81,1.00,NULL,NULL,141,156
728226,GGTLC3,0.51,0.85,NULL,NULL,NULL,165,185
728378,POTEF,0.48,0.89,0.00,NULL,NULL,215,241
728441,GGT2,0.51,0.85,0.00,NULL,NULL,165,185
728489,DNLZ,0.66,0.54,0.00,NULL,NULL,43,106
729230,CCR2,0.42,0.85,0.02,NULL,NULL,436,557
729238,SFTPA2,0.56,0.73,0.01,NULL,NULL,111,102
729838,GGTLC4P,0.51,0.85,NULL,NULL,NULL,165,185
100048912,CDKN2B-AS1,0.49,0.77,NULL,NULL,NULL,213,303
100124700,HOTAIR,0.48,0.77,NULL,NULL,NULL,234,420
100125288,ZGLP1,0.51,0.81,0.39,NULL,NULL,186,494
100128998,C20orf181,0.48,0.89,NULL,NULL,NULL,246,437
100130958,SYCE1L,0.57,0.65,0.00,NULL,NULL,97,110
100133941,CD24,0.47,0.77,NULL,NULL,NULL,244,431
100288687,DUX4,0.60,0.50,NULL,NULL,NULL,79,145
100289462,DEFB4B,0.51,0.77,0.07,NULL,NULL,166,154
100302736,TMED7-TICAM2,0.44,0.77,0.00,NULL,NULL,329,655
100505887,LINC01672,0.46,0.85,NULL,NULL,NULL,268,338
100506658,OCLN,0.51,0.85,0.00,NULL,NULL,195,207
100507436,MICA,0.47,0.85,0.00,NULL,NULL,248,398
100526842,RPL17-C18orf32,0.57,0.62,0.58,NULL,NULL,93,111
100528016,TMX2-CTNND1,0.54,0.77,NULL,NULL,NULL,138,154
100528032,KLRC4-KLRK1,0.47,0.77,NULL,NULL,NULL,246,373
100529097,RPL36A-HNRNPH2,0.86,0.15,0.36,NULL,NULL,5,162
100532731,COMMD3-BMI1,0.49,0.77,0.00,NULL,NULL,202,282
100616444,ERVK-20,0.53,0.69,NULL,NULL,NULL,143,469
100750225,PCAT1,0.58,0.62,NULL,NULL,NULL,90,126
100775105,ERVK-18,0.56,0.65,NULL,NULL,NULL,106,205
101054525,PGR-AS1,0.51,0.81,NULL,NULL,NULL,172,229
101180976,IFNL4,0.67,0.58,NULL,NULL,NULL,39,111
101929680,SCN1A-AS1,0.64,0.35,NULL,NULL,NULL,58,133
102723407,LOC102723407,0.51,0.77,NULL,NULL,NULL,159,503
102724197,LOC102724197,0.56,0.73,NULL,NULL,NULL,105,154
102724560,CBSL,0.54,0.81,NULL,NULL,NULL,129,252
102724971,LOC102724971,0.53,0.77,NULL,NULL,NULL,139,444
104909134,LINC02210-CRHR1,0.57,0.69,NULL,NULL,NULL,123,140
105371045,PERCC1,0.55,0.81,NULL,NULL,NULL,128,146
105375847,CERNA3,0.53,0.81,NULL,NULL,NULL,140,139
106480993,RN7SL263P,0.50,0.81,NULL,NULL,NULL,189,238
107075310,MTCO2P12,0.37,0.96,NULL,NULL,NULL,703,1776
110006328,ERVK-32,0.52,0.69,NULL,NULL,NULL,158,535
110806262,LOC110806262,0.63,0.42,NULL,NULL,NULL,63,114
110806263,LOC110806263,0.46,0.73,NULL,NULL,NULL,245,379
112935892,LINC02605,0.49,0.77,NULL,NULL,NULL,203,243
115482684,H3P9,0.51,0.73,NULL,NULL,NULL,177,205
115482693,H3P8,0.54,0.81,NULL,NULL,NULL,116,105
115482696,H3P23,0.44,0.77,NULL,NULL,NULL,310,622
115482699,H3P28,0.55,0.69,NULL,NULL,NULL,111,135
