diseaseId,diseaseName,diseaseType,diseaseClass,diseaseSemanticType,NofGenes,NofPmids
C0041207,"Truncus Arteriosus, Persistent",disease,C16;C14,"Congenital Abnormality",76,46
C0041227,Trypanosomiasis,disease,C01,"Disease or Syndrome",23,23
C0041228,"African Trypanosomiasis",disease,C01,"Disease or Syndrome",55,57
C0041234,"Chagas Disease",disease,C01,"Disease or Syndrome",202,218
C0041295,Tuberculoma,disease,C01,"Disease or Syndrome",8,4
C0041296,Tuberculosis,disease,C01,"Disease or Syndrome",1256,2741
C0041307,"Tuberculosis, Bovine",disease,C01;C22,"Disease or Syndrome",1,1
C0041309,"Tuberculosis, Cutaneous",disease,C01;C17,"Disease or Syndrome",10,3
C0041311,"Tuberculosis, Female Genital",disease,C13;C01,"Disease or Syndrome",2,2
C0041312,"Tuberculosis, Gastrointestinal",disease,C06;C01,"Disease or Syndrome",6,2
C0041315,"Tuberculosis, Laryngeal",disease,C01;C08;C09,"Disease or Syndrome",1,1
C0041316,"Lymph Node Tuberculosis",disease,C01,"Disease or Syndrome",33,15
C0041318,"Tuberculosis, Meningeal",disease,C01;C10,"Disease or Syndrome",68,68
C0041321,"Tuberculosis, Miliary",disease,C01,"Disease or Syndrome",5,4
C0041322,"Tuberculosis, Ocular",disease,C01;C11,"Disease or Syndrome",3,2
C0041323,"Tuberculosis, Oral",disease,C01;C07,"Disease or Syndrome",2,1
C0041324,"Tuberculosis, Osteoarticular",disease,C01;C05,"Disease or Syndrome",7,5
C0041325,"Peritonitis, Tuberculous",disease,C06;C01,"Disease or Syndrome",14,9
C0041326,"Pleural Tuberculosis",disease,C01;C08,"Disease or Syndrome",59,62
C0041327,"Tuberculosis, Pulmonary",disease,C01;C08,"Disease or Syndrome",358,589
C0041328,"Tuberculosis, Renal",disease,C13;C01;C12,"Disease or Syndrome",2,1
C0041330,"Tuberculosis, Spinal",disease,C01;C05,"Disease or Syndrome",29,27
C0041332,"Tuberculosis of other urinary organs",group,C13;C01;C12,"Disease or Syndrome",4,1
C0041341,"Tuberous Sclerosis",disease,C16;C04;C10,"Neoplastic Process",289,727
C0041343,"Tubo-ovarian abscess",disease,C23;C13;C01;C19,"Disease or Syndrome",1,4
C0041349,"Nephritis, Tubulointerstitial",disease,C13;C12,"Disease or Syndrome",92,68
C0041351,Tularemia,disease,C01,"Disease or Syndrome",9,11
C0041364,"Tumor Lysis Syndrome",disease,C20;C15,"Disease or Syndrome",13,12
C0041408,"Turner Syndrome",disease,C16;C13;C12;C19;C14,"Disease or Syndrome",162,329
C0041409,"Turner Syndrome, Male",disease,C16;C17;C05;C14,"Disease or Syndrome",11,8
C0041466,"Typhoid Fever",disease,C01,"Disease or Syndrome",31,27
C0041471,TYPHUS,disease,C01,"Disease or Syndrome",8,8
C0041582,Ulcer,phenotype,C23,"Pathologic Function",11,9
C0041651,"Uncomplicated alcohol withdrawal",disease,C25;F03,"Mental or Behavioral Dysfunction",1,1
C0041657,"Unconscious State",phenotype,C23;C10,Finding,13,1
C0041667,Underweight,phenotype,C23,Finding,1,1
C0041671,"Attention Deficit Disorder",disease,F03,"Mental or Behavioral Dysfunction",123,121
C0041672,"Undifferentiated somatoform disorder",disease,C23;F03,"Mental or Behavioral Dysfunction",1,2
C0041696,"Unipolar Depression",disease,F03,"Mental or Behavioral Dysfunction",641,1327
C0041755,"Adverse reaction to drug",group,C25,"Pathologic Function",87,72
C0041782,"Deficiency anemias",group,C15,"Disease or Syndrome",5,6
C0041834,Erythema,phenotype,C23;C17,"Disease or Syndrome",227,108
C0041848,"Unspecified idiopathic peripheral neuropathy",disease,C10,"Disease or Syndrome",2,2
C0041912,"Upper Respiratory Infections",group,C01;C08,"Disease or Syndrome",64,53
C0041915,"Urachal Cyst",disease,C04,"Congenital Abnormality",1,0
C0041948,Uremia,disease,C13;C12,"Disease or Syndrome",110,105
C0041952,Ureterolithiasis,disease,C13;C12,"Disease or Syndrome",3,4
C0041955,"Ureteral Neoplasms",group,C04;C13;C12,"Neoplastic Process",4,3
C0041956,"Ureteral obstruction",phenotype,C13;C12,"Disease or Syndrome",359,319
C0041960,Ureterocele,disease,C13;C12,"Acquired Abnormality",26,4
C0041971,"Urethral Neoplasms",group,C04;C13;C12,"Neoplastic Process",1,0
C0041972,"Urethral Obstruction",disease,C13;C12,"Disease or Syndrome",16,10
C0041974,"Urethral Stenosis",phenotype,C13;C12,"Disease or Syndrome",41,7
C0041976,Urethritis,disease,C13;C12,"Disease or Syndrome",9,7
C0042018,"Urinary Calculi",phenotype,C23;C13;C12,"Body Substance",3,2
C0042023,"Increased frequency of micturition",phenotype,C23;C13;C12,Finding,6,0
C0042024,"Urinary Incontinence",phenotype,C23;C13;C12,"Pathologic Function",151,12
C0042025,"Urinary Stress Incontinence",disease,C23;C13;C12,"Disease or Syndrome",79,63
C0042029,"Urinary tract infection",group,C13;C01;C12,"Disease or Syndrome",219,265
C0042035,"Urination Disorders",group,C13;C12,"Disease or Syndrome",8,6
C0042063,"Urogenital Abnormalities",group,C16;C13;C12,"Congenital Abnormality",42,33
C0042065,"Genitourinary Neoplasms",group,C04;C13;C12,"Neoplastic Process",9,8
C0042075,"Urologic Diseases",group,C13;C12,"Disease or Syndrome",13,11
C0042076,"Urologic Neoplasms",group,C04;C13;C12,"Neoplastic Process",28,14
C0042109,Urticaria,disease,C17;C20,"Disease or Syndrome",168,97
C0042111,"Urticaria Pigmentosa",disease,C04;C17,"Neoplastic Process",10,12
C0042131,"Uterine Diseases",group,C13,"Disease or Syndrome",10,12
C0042133,"Uterine Fibroids",group,C04,"Neoplastic Process",569,681
C0042134,"Uterine hemorrhage",phenotype,C23;C13,"Pathologic Function",3,2
C0042136,"Infection of uterus",group,C13;C01,"Disease or Syndrome",2,1
C0042138,"Uterine Neoplasms",group,C04;C13,"Neoplastic Process",32,20
C0042140,"Uterine Prolapse",phenotype,C23;C13,"Anatomical Abnormality",12,5
C0042143,"Uterine Rupture",phenotype,C13;C26,"Pathologic Function",4,0
C0042164,Uveitis,disease,C11,"Disease or Syndrome",247,287
C0042165,"Anterior uveitis",disease,C11,"Disease or Syndrome",53,38
C0042166,"Uveitis, Intermediate",disease,C11,"Disease or Syndrome",10,10
C0042167,"Uveitis, Posterior",disease,C11,"Disease or Syndrome",24,13
C0042170,"Uveomeningoencephalitic Syndrome",disease,C11;C20;C10,"Disease or Syndrome",102,93
C0042171,"Uveoparotid Fever",disease,C15,"Disease or Syndrome",1,1
C0042237,"Malignant Vaginal Neoplasm",disease,C04;C13,"Neoplastic Process",8,8
C0042251,"Vaginal Diseases",group,C13,"Disease or Syndrome",2,2
C0042258,"Vaginal Neoplasms",group,C04;C13,"Neoplastic Process",13,3
C0042267,Vaginitis,disease,C13,"Disease or Syndrome",12,9
C0042341,Varicocele,disease,C12;C14,"Disease or Syndrome",99,76
C0042344,"Varicose Ulcer",disease,C17;C14,"Disease or Syndrome",38,25
C0042345,Varicosity,disease,C14,"Disease or Syndrome",188,125
C0042373,"Vascular Diseases",group,C14,"Disease or Syndrome",688,1033
C0042384,Vasculitis,disease,C14,"Disease or Syndrome",294,391
C0042386,"Vasculitis, Hemorrhagic",phenotype,C23;C20;C15;C14,"Disease or Syndrome",2,3
C0042392,Vasitis,phenotype,C23,"Disease or Syndrome",1,1
C0042420,"Vasovagal syncope",disease,C23;C10,"Disease or Syndrome",16,13
C0042454,"Velopharyngeal Insufficiency",disease,C16;C07;C09,"Disease or Syndrome",27,3
C0042484,"Venous Engorgement",phenotype,C14,"Pathologic Function",13,14
C0042485,"Venous Insufficiency",disease,C14,"Disease or Syndrome",17,6
C0042487,"Venous Thrombosis",phenotype,C14,"Pathologic Function",117,119
C0042510,"Ventricular Fibrillation",disease,C23;C14,"Disease or Syndrome",96,89
C0042512,"Ventricular Outflow Obstruction",disease,C14,"Disease or Syndrome",1,1
C0042514,"Tachycardia, Ventricular",disease,C23;C14,"Disease or Syndrome",104,149
C0042548,"Plantar wart",disease,NULL,"Disease or Syndrome",1,1
C0042568,"Vertebrobasilar Insufficiency",disease,C10;C14,"Disease or Syndrome",2,1
C0042571,Vertigo,phenotype,C23;C10;C09,"Sign or Symptom",173,60
C0042580,"Vesico-Ureteral Reflux",disease,C13;C12,"Disease or Syndrome",187,86
C0042582,"Vesicovaginal Fistula",disease,C23;C13,"Disease or Syndrome",5,1
C0042594,"Vestibular Diseases",group,C09,"Disease or Syndrome",10,11
C0042656,"Neuralgia, Vidian",phenotype,C23;C10,"Disease or Syndrome",16,13
C0042693,Violence,phenotype,NULL,"Mental or Behavioral Dysfunction",70,97
C0042721,"Viral hepatitis",group,C06;C01,"Disease or Syndrome",79,80
C0042749,Viremia,disease,C23;C01,"Disease or Syndrome",56,68
C0042769,"Virus Diseases",group,C01,"Disease or Syndrome",1471,2606
C0042781,"Visceral Myopathy",disease,C06,"Disease or Syndrome",10,16
C0042782,Visceromegaly,phenotype,C23,"Pathologic Function",3,0
C0042790,"Vision Disorders",group,C23;C11;C10,Finding,6,4
C0042798,"Low Vision",disease,C23;C11;C10,"Disease or Syndrome",157,108
C0042818,"Visual discomfort",phenotype,C23;C11,"Sign or Symptom",1,1
C0042834,"Vital capacity",phenotype,NULL,"Clinical Attribute",430,8
C0042842,"Vitamin A Deficiency",disease,C18,"Disease or Syndrome",51,47
C0042847,"Vitamin B 12 Deficiency",disease,C18,"Disease or Syndrome",29,42
C0042850,"Vitamin B Deficiency",disease,C18,"Disease or Syndrome",1,1
C0042870,"Vitamin D Deficiency",disease,C18,"Disease or Syndrome",153,295
C0042875,"Vitamin E Deficiency",disease,C18,"Disease or Syndrome",6,17
C0042879,"Vitamin K Assay",phenotype,NULL,"Laboratory Procedure",3,1
C0042880,"Vitamin K Deficiency",disease,C18;C15,"Disease or Syndrome",19,24
C0042900,Vitiligo,disease,C17,"Disease or Syndrome",395,367
C0042907,"Vitreous Detachment",disease,C11,"Disease or Syndrome",1,1
C0042909,"Vitreous Hemorrhage",phenotype,C23;C11,"Pathologic Function",12,0
C0042928,"Vocal Cord Paralysis",disease,C23;C08;C10;C09,"Disease or Syndrome",42,18
C0042929,"Polyp of vocal cord",disease,C23;C08;C09,"Neoplastic Process",9,5
C0042940,"Voice Disorders",group,C23;C08;C10;C09,"Disease or Syndrome",2,3
C0042961,"Intestinal Volvulus",disease,C23;C06,"Disease or Syndrome",42,25
C0042963,Vomiting,phenotype,C23,"Sign or Symptom",303,134
C0042974,"von Willebrand Disease",disease,C16;C15,"Disease or Syndrome",62,497
C0042994,"Vulvar Diseases",group,C13,"Disease or Syndrome",3,3
C0042995,"Vulvar Neoplasms",group,C04;C13,"Neoplastic Process",7,7
C0042998,Vulvovaginitis,disease,C13,"Disease or Syndrome",7,6
C0043019,"Lateral Medullary Syndrome",disease,C23;C10;C14,"Disease or Syndrome",2,2
C0043020,"Wallerian Degeneration",phenotype,C23,"Cell or Molecular Dysfunction",21,14
C0043037,"Common wart",disease,C04;C01;C17,"Disease or Syndrome",48,19
C0043046,"Wasting Syndrome",disease,C18,"Disease or Syndrome",26,35
C0043049,"Water Intoxication",disease,C18;C25,"Disease or Syndrome",5,13
C0043065,"Water-Electrolyte Imbalance",phenotype,C18,"Pathologic Function",1,1
C0043094,"Weight Gain",phenotype,C23,Finding,124,39
C0043102,"Weil Disease",disease,C01,"Disease or Syndrome",3,2
C0043116,"HMN (Hereditary Motor Neuropathy) Proximal Type I",disease,C16;C10,"Disease or Syndrome",34,85
C0043119,"Werner Syndrome",disease,C16;C18,"Disease or Syndrome",130,271
C0043121,"Wernicke Encephalopathy",disease,C18;C10;C25;F03,"Disease or Syndrome",9,11
C0043124,"West Nile Fever",disease,C01;C10,"Disease or Syndrome",79,57
C0043144,Wheezing,phenotype,C23,"Sign or Symptom",132,140
C0043154,"Dental White Spot",disease,C07,"Disease or Syndrome",22,15
C0043167,Pertussis,disease,C01;C08,"Disease or Syndrome",19,14
C0043168,"Whooping cough due to unspecified organism",disease,C23;C01;C08,"Disease or Syndrome",8,3
C0043194,"Wiskott-Aldrich Syndrome",disease,C16;C20;C15,"Disease or Syndrome",95,243
C0043202,"Wolff-Parkinson-White Syndrome",disease,C16;C14,"Disease or Syndrome",48,30
C0043207,"Wolfram Syndrome",disease,C16;C18;C13;C11;C12;C10;C19;C09,"Disease or Syndrome",28,131
C0043208,"Wolman Disease",disease,C16;C18,"Disease or Syndrome",19,98
C0043324,"Juvenile Xanthogranuloma",disease,C17;C15,"Neoplastic Process",4,4
C0043325,Xanthomatosis,disease,C18,"Disease or Syndrome",20,14
C0043345,Xeroderma,disease,C16;C17,"Disease or Syndrome",7,7
C0043346,"Xeroderma Pigmentosum",disease,C16;C04;C18;C17,"Congenital Abnormality",137,356
C0043349,Xerophthalmia,disease,C11,"Disease or Syndrome",3,3
C0043352,Xerostomia,disease,C07,Finding,56,1
C0043379,"XYY Karyotype",disease,C23,"Congenital Abnormality",1,1
C0043395,"Yellow Fever",disease,C01,"Disease or Syndrome",28,29
C0043407,"Yersinia infections",group,C01,"Disease or Syndrome",17,9
C0043459,"Zellweger Syndrome",disease,C16;C06;C18;C13;C12;C10,"Disease or Syndrome",36,92
C0043515,"Zollinger-Ellison syndrome",disease,C06;C04,"Disease or Syndrome",20,22
C0043528,Zoonoses,disease,C01;C22,"Disease or Syndrome",19,21
C0043541,Zygomycosis,disease,C01,"Disease or Syndrome",9,9
C0078888,"Accelerated Idioventricular Rhythm",disease,C23;C14,"Disease or Syndrome",3,1
C0078911,"AIDS-Associated Nephropathy",disease,C13;C01;C12;C20,"Disease or Syndrome",45,64
C0078917,"Albinism, Ocular",disease,C16;C18;C11;C17,"Congenital Abnormality",37,39
C0078918,"Albinism, Oculocutaneous",disease,C16;C18;C11;C17,"Congenital Abnormality",49,176
C0078921,"Albinism, Tyrosinase-Negative",disease,C16;C18;C11;C17,"Congenital Abnormality",2,3
C0078922,"Albinism, Tyrosinase-Positive",disease,C16;C18;C11;C17,"Congenital Abnormality",2,2
C0078923,"Albinism, Yellow-Mutant",phenotype,C16;C18;C11;C17,Finding,2,2
C0078981,"Arachnoid Cysts",disease,C16;C04;C10,"Disease or Syndrome",31,15
C0078982,Arhinencephaly,disease,C16;C05;C10,"Congenital Abnormality",35,9
C0079035,"Bradyarrhythmia (disorder)",disease,C23;C14,"Disease or Syndrome",10,7
C0079037,"Branchial Clefts-Congenital disorder",disease,C16;C05;C07;C09,"Congenital Abnormality",1,0
C0079102,"Cerebral Thrombosis",disease,C10;C14,"Disease or Syndrome",15,14
C0079136,"Cockayne-Touraine Disease",disease,C16;C17,"Disease or Syndrome",2,23
C0079153,"Hyperkeratosis, Epidermolytic",disease,C16;C17,"Congenital Abnormality",20,87
C0079154,"Congenital Nonbullous Ichthyosiform Erythroderma",disease,C16;C17,"Disease or Syndrome",36,132
C0079218,"Fibromatosis, Aggressive",disease,C04,"Neoplastic Process",84,132
C0079221,"Determination of Death",phenotype,C23,"Diagnostic Procedure",2,2
C0079238,"Digestive System Fistula",phenotype,C23;C06,"Disease or Syndrome",2,2
C0079293,"Epidermolysis Bullosa Acquisita",disease,C16;C17,"Disease or Syndrome",32,18
C0079294,"Epidermolysis Bullosa Dystrophica",disease,C16;C17,"Disease or Syndrome",15,134
C0079295,"Epidermolysis Bullosa Herpetiformis Dowling-Meara",disease,C16;C17,"Disease or Syndrome",4,32
C0079297,"Epidermolysis Bullosa Progressiva",disease,C16;C17,"Disease or Syndrome",4,6
C0079298,"Epidermolysis Bullosa Simplex",disease,C16;C17,"Disease or Syndrome",30,152
C0079299,"Epidermolysis Bullosa Simplex Kobner",disease,C16;C17,"Congenital Abnormality",7,31
C0079301,"Junctional Epidermolysis Bullosa",disease,C16;C17,"Disease or Syndrome",16,124
C0079352,"Congenital torticollis",disease,C23;C10,"Congenital Abnormality",19,2
C0079474,"Hallopeau-Siemens Disease",disease,C16;C17,"Disease or Syndrome",51,148
C0079485,"Heart Valve Prolapse",disease,C14,"Disease or Syndrome",3,1
C0079487,"Helicobacter Infections",group,C01,"Disease or Syndrome",18,15
C0079504,"Hermanski-Pudlak Syndrome",disease,C16;C18;C11;C17;C15,"Disease or Syndrome",70,103
C0079541,Holoprosencephaly,disease,C16;C05;C10,"Congenital Abnormality",109,185
C0079583,"Ichthyosiform Erythroderma, Congenital",disease,C16;C17,"Disease or Syndrome",31,83
C0079584,"Ichthyosis Vulgaris",disease,C16;C17,"Disease or Syndrome; Congenital Abnormality",10,88
C0079588,"Ichthyosis, X-Linked",disease,C16;C18;C17,"Disease or Syndrome",199,246
C0079661,"Klein's Syndrome",disease,C16,"Disease or Syndrome",4,19
C0079680,"Lentivirus Infections",group,C01,"Disease or Syndrome",88,69
C0079683,"Herlitz Disease",disease,C16;C17,"Disease or Syndrome",6,61
C0079731,"B-Cell Lymphomas",group,C04;C20;C15,"Neoplastic Process",1408,3564
C0079740,"High Grade Lymphoma (neoplasm)",disease,C04;C20;C15,"Neoplastic Process",62,61
C0079741,"Lymphoma, Intermediate-Grade",disease,C04;C20;C15,"Neoplastic Process",24,18
C0079744,"Diffuse Large B-Cell Lymphoma",disease,C04;C20;C15,"Neoplastic Process",1043,2000
C0079745,"Lymphoma, Large-Cell, Follicular",disease,C04;C20;C15,"Neoplastic Process",153,124
C0079746,"Immunoblastic Large-Cell Lymphoma",disease,C04;C20;C15,"Neoplastic Process",28,29
C0079747,"Low Grade Lymphoma (neoplasm)",disease,C04;C20;C15,"Neoplastic Process",39,26
C0079748,"Precursor cell lymphoblastic lymphoma",disease,C04;C20;C15,"Neoplastic Process",88,89
C0079757,"Diffuse Mixed-Cell Lymphoma",disease,C04;C20;C15,"Neoplastic Process",21,15
C0079758,"Lymphoma, Mixed-Cell, Follicular",disease,C04;C20;C15,"Neoplastic Process",15,7
C0079765,"Lymphoma, Small Cleaved-Cell, Follicular",disease,C04;C20;C15,"Neoplastic Process",21,9
C0079770,"Lymphoma, Small Noncleaved-Cell",disease,C04;C20;C15,"Neoplastic Process",32,32
C0079772,"T-Cell Lymphoma",disease,C04;C20;C15,"Neoplastic Process",485,644
C0079773,"Lymphoma, T-Cell, Cutaneous",disease,C04;C20;C15,"Neoplastic Process",367,367
C0079774,"Peripheral T-Cell Lymphoma",disease,C04;C20;C15,"Neoplastic Process",190,249
C0079840,"Milk Allergy",phenotype,C20,"Disease or Syndrome",7,9
C0079924,Oligohydramnios,phenotype,C13,"Pathologic Function",129,4
C0080024,Piebaldism,disease,C16;C18;C17,"Congenital Abnormality",33,52
C0080032,"Pleural Effusion, Malignant",disease,C04;C08,"Disease or Syndrome",119,141
C0080174,"Spina Bifida Occulta",disease,C16;C10,"Congenital Abnormality",76,4
C0080178,"Spina Bifida",disease,C16;C10,"Congenital Abnormality",179,152
C0080203,Tachyarrhythmia,phenotype,C23;C14,Finding,18,16
C0080218,"Tethered Cord Syndrome",disease,C16;C10,"Disease or Syndrome",41,27
C0080233,"Tooth Loss",disease,C07,"Acquired Abnormality",49,52
C0080274,"Urinary Retention",phenotype,C13;C12,Finding,17,2
C0080276,"Disorder of the genitourinary system",group,C23,"Disease or Syndrome",5,4
C0080310,"Left Ventricular Function",phenotype,NULL,"Organ or Tissue Function",1,1
C0080333,"Weber-Cockayne Syndrome",disease,C16;C17,"Disease or Syndrome",4,28
C0085070,"Smear Layer",disease,C07,"Disease or Syndrome",3,2
C0085074,"Granuloma Annulare",disease,C23;C17,"Disease or Syndrome",12,10
C0085077,"Sweet Syndrome",disease,C17,"Disease or Syndrome",104,81
C0085078,"Lysosomal Storage Diseases",group,C16;C18,"Disease or Syndrome",130,521
C0085082,Fungemia,disease,C23;C01,"Disease or Syndrome",7,6
C0085083,"Ovarian Hyperstimulation Syndrome",disease,C13;C19,"Disease or Syndrome",64,100
C0085084,"Motor Neuron Disease",disease,C10,"Disease or Syndrome",186,460
C0085090,"Lymphoma, AIDS-Related",disease,C04;C20;C15,"Neoplastic Process",37,41
C0085096,"Peripheral Vascular Diseases",group,C14,"Disease or Syndrome",150,196
C0085106,"Familial benign pemphigus",disease,C16;C17,"Disease or Syndrome",36,83
C0085109,"Corneal Neovascularization",disease,C23;C11,"Disease or Syndrome",117,106
C0085110,"Severe Combined Immunodeficiency",disease,C16;C18;C20,"Disease or Syndrome",284,596
C0085119,"Foot Ulcer",disease,C17,"Disease or Syndrome",25,18
C0085128,"Cardiac Output, High",phenotype,C23;C14,Finding,1,1
C0085129,"Bronchial Hyperreactivity",disease,C08,"Disease or Syndrome",112,161
C0085131,"Gangliosidosis GM1",disease,C16;C18;C10,"Disease or Syndrome",14,109
C0085132,"Mucopolysaccharidosis VII",disease,C16;C18;C17,"Disease or Syndrome",5,77
C0085136,"Central Nervous System Neoplasms",group,C04;C10,"Neoplastic Process",180,170
C0085138,"Choroid Plexus Neoplasms",group,C04;C10,"Neoplastic Process",19,13
C0085159,"Seasonal Affective Disorder",disease,F03,"Mental or Behavioral Dysfunction",57,77
C0085160,Hidradenitis,disease,C17,"Disease or Syndrome",1,1
C0085164,"Leukemia, Feline",disease,C04;C01;C22,"Neoplastic Process",3,2
C0085166,"Bacterial Vaginosis",disease,C13;C01,"Disease or Syndrome",73,78
